"date","r_star_filter_variance","r_star_parameter_variance","r_star_total_se","pi_star_filter_variance","pi_star_parameter_variance","pi_star_total_se","w_filter_variance","w_parameter_variance","w_total_se"
1971-04-01,0.141866700666743,1.18481731539198,1.15181770087923,0.165927845324763,0.140274913320109,0.553355905945596,0.0359866362993113,0.362021710570667,0.630879027128005
1971-05-01,0.153156286365191,1.29139860982891,1.20189637498168,0.180365314545539,0.161921226311718,0.585052596658845,0.0360271024879109,0.344376642295718,0.616768793620129
1971-06-01,0.130457186388957,1.33145696567257,1.20909641967112,0.14988530496705,0.116364065407014,0.515993575903871,0.0356259688703305,0.356970542501928,0.626575224033203
1971-07-01,0.141510075492295,1.36546960576831,1.22759100732312,0.165622093325491,0.139943279982837,0.552779678812751,0.0356166385462362,0.36410118952258,0.632232416180013
1971-08-01,0.151784331168678,1.48425562506522,1.2790777756782,0.168736089036855,0.247648818410689,0.645278937706434,0.0319805391385292,0.438044608840211,0.685583800843296
1971-09-01,0.0637689750962597,8.02687545379175,2.84440581297536,0.0685451253172073,9.42394374840803,3.08098829496726,0.0280878129419919,6.14026370562252,2.48361662068937
1971-10-01,0.0488937454582063,10.7032835004665,3.27905127223176,0.0525410987258725,11.1906574454514,3.35308791178777,0.0272648256631416,7.83140689285868,2.80333225260971
1971-11-01,0.0432387851966137,10.4881493312223,3.24521002654974,0.0462883323827261,10.0996969073047,3.18527632077461,0.0269569909032975,7.48331965838672,2.74048839612395
1971-12-01,0.0388270162734075,9.67365188232066,3.11648502300173,0.0408306941998307,10.4411635476956,3.2375908082856,0.0267638313274724,7.75750594643904,2.79003042595713
1972-01-01,0.0386316129225651,11.7054321334718,3.42696129922623,0.041130551772391,12.320762329079,3.51594836151662,0.0266708923487266,8.72669323597813,2.95860847837744
1972-02-01,0.0386131017824043,12.2190860683753,3.5010997086855,0.0411951731752582,10.5672859067737,3.25706633029616,0.026592824269691,8.25381390225456,2.87756958673883
1972-03-01,0.0369049800179786,10.4465023635176,3.23780903444529,0.038759621968001,8.81712342452535,2.97588357408239,0.0265485919597219,7.59043058288211,2.75988752938264
1972-04-01,0.037681826472984,11.5237416825353,3.40020933311587,0.040102927212094,11.1016937942515,3.33793300134433,0.0264778125543122,8.35488953689352,2.8950591271074
1972-05-01,0.0381915327054129,10.0751425334124,3.18014686235051,0.0407018159794757,10.0661183517458,3.1791225468241,0.0265524767735584,7.45845969373192,2.73587502830547
1972-06-01,0.0366744005829756,13.6831360879421,3.70402625375754,0.0385755098043538,10.4848602251338,3.24398454603873,0.0265440117720734,9.26907268510544,3.04887138083546
1972-07-01,0.0376259330816213,13.1887980877608,3.63681509302335,0.0400429514236106,9.18362117943716,3.03704858882119,0.0265536427065012,8.57241990363502,2.93240064560447
1972-08-01,0.0381486778667917,11.5368564852201,3.40220592602607,0.0406650218689561,8.43656429950105,2.91156818937321,0.0265301375649342,7.8438407632449,2.80541813297231
1972-09-01,0.0366206231116442,15.0943832154668,3.88985910266406,0.0385438950926934,9.61725401464526,3.10737797986308,0.0264224161690294,9.87988045720879,3.14742797747269
1972-10-01,0.0375912335959478,14.009819737085,3.7479875894513,0.0400147897570966,8.58418488432012,2.93669877142298,0.0264588825098036,9.02618871975574,3.00876180550497
1972-11-01,0.0381461003904268,11.8062241379566,3.44156508558927,0.0406528456493139,8.41917660654153,2.90857859652973,0.0265152320192866,8.17604278118434,2.86401082630699
1972-12-01,0.036642655319904,15.3397417290513,3.92127331161336,0.0385496174771,9.27255360104272,3.05141003775629,0.0264896380303496,9.99910764531484,3.16632235935402
1973-01-01,0.0375992312629555,13.940312041277,3.73870449120279,0.040014676961773,8.45052465022721,2.913853003703,0.0264729427737429,9.08601291904017,3.01868942785009
1973-02-01,0.0381262276467138,11.6351826159512,3.41662243211009,0.0406427993340957,8.41047530455997,2.9070806841046,0.0264363205511698,8.12232098330909,2.85460282769079
1973-03-01,0.036625369310094,15.5109591100104,3.94304254089662,0.0385458754952065,9.32497148988122,3.05998649758074,0.0264221665687411,10.0736164667634,3.17805579455933
1973-04-01,0.0375900641873664,14.178122594009,3.77037301313761,0.0400140972915542,8.48966161015854,2.92056085494723,0.0264378223352791,9.21923774523802,3.04067024972674
1973-05-01,0.0381193227027568,11.891291001557,3.45389784508167,0.0406400125351878,8.33910051845708,2.8947781488384,0.0264119763615459,8.28392418536904,2.88276536709642
1973-06-01,0.0366300369576019,14.9596819249445,3.87250719326667,0.038541713209278,9.27077750215585,3.05111769936283,0.0264081449683261,10.0071287689443,3.16757587342634
1973-07-01,0.0375651364058914,13.5135139316125,3.68117903232353,0.0399957166973731,8.43043901255173,2.91040112858161,0.0263418539235493,9.05892242684887,3.01417721455996
1973-08-01,0.0380911741490221,11.044315611625,3.32902490014328,0.0406191821711073,8.59057663916936,2.93788968842271,0.0262989602169789,8.13342754583892,2.85652350000064
1973-09-01,0.036606646232363,14.5457038168844,3.81867915163303,0.0385274360604033,9.61862021256354,3.10759515520023,0.0263337509625441,10.0585073591375,3.17566388493808
1973-10-01,0.0375694272020803,13.3710362815811,3.66177630512613,0.0399951488616289,8.84936111187956,2.98150234961188,0.02635118797417,9.14894699660928,3.02907546696735
1973-11-01,0.0381183467547437,11.2329597617053,3.35724263473167,0.040631846726678,8.6285495075734,2.94434735625742,0.0263745763708214,8.26148474565755,2.8788642416808
1973-12-01,0.036623733994259,13.9522346577512,3.74016823040695,0.038531212627771,9.69577787225539,3.11998543023572,0.0263640435854697,9.7637968771774,3.12892328457616
1974-01-01,0.0375523859065801,12.7430457306648,3.57499624007794,0.0399788180411428,8.92748513177563,2.99457241518998,0.0262808941319551,8.96514796879693,2.99857113687984
1974-02-01,0.0380811076619557,10.6221486340895,3.26500072614868,0.0406039639075768,8.7552229495529,2.96577593783827,0.026256365913918,8.04959062752827,2.84180347551378
1974-03-01,0.0365533818976227,14.4157022606233,3.80161224252565,0.0385030004189217,9.79196192183329,3.13535722402603,0.0261815431426619,10.0590910029451,3.17573181268314
1974-04-01,0.0374932141319996,13.2886445192231,3.65049828562555,0.0399545256463045,8.58041520567124,2.93604661599872,0.0261182627123137,9.04252205267526,3.01141832288169
1974-05-01,0.0380322927858661,10.83749936615,3.29780709850286,0.0405851872572969,8.6546830397856,2.94877402102007,0.0261217757071199,8.0444260664975,2.84087096542673
1974-06-01,0.0365352116214362,11.4581397822228,3.39037977133009,0.038469357027283,10.5987745445914,3.26147879061303,0.0261173942612059,8.56207715322086,2.9305621555398
1974-07-01,0.0375000706510643,9.58102289484294,3.10137436719497,0.03994076176525,9.73455186168173,3.12641849780975,0.0261001667821968,7.48488111108701,2.74061695205098
1974-08-01,0.0379702476413757,11.6717103234916,3.42194105313534,0.0405703816261486,12.2608664902813,3.5073404271481,0.0260371377710009,9.02461686253617,3.00843048786359
1974-09-01,0.0365258174905924,10.8284820366987,3.29621113616669,0.0384628654955758,9.45913005000509,3.08181649607835,0.0260263169467846,8.09723136525973,2.85013292360313
1974-10-01,0.0374589609258846,13.9148415737232,3.73527783901667,0.0399546759367094,11.4978903274474,3.39674034971531,0.0260687254225369,9.92165867023084,3.15400180653933
1974-11-01,0.0380055287280462,13.8223329341816,3.72294755038392,0.040602468631832,9.84797804653806,3.14461134564669,0.0261174710091734,9.30313424038173,3.05438237805795
1974-12-01,0.036579980096165,11.4790787028069,3.39347295302365,0.0384804315575097,8.93755391331531,2.99600306155932,0.0261559658759701,8.52817330838259,2.92477850003356
1975-01-01,0.0374747377064275,14.5197939475278,3.81539888939994,0.0399593170108424,10.9095830433215,3.30900927172051,0.0261191296407738,10.1281106675578,3.18657022473985
1975-02-01,0.0380045633305894,14.207825548415,3.77436486203249,0.0405976254665422,9.5515381825165,3.09711733842666,0.0261305141681412,9.40435739060334,3.07090994735624
1975-03-01,0.0365494929372435,11.8463660004484,3.44716049718977,0.0384659844288388,8.96250465290051,3.00016176852672,0.0260899501543762,8.604956291413,2.93786423130263
1975-04-01,0.0374355860652379,14.1034211256156,3.76043304842419,0.0399259771506605,11.275359716076,3.36382010417125,0.0260003336072969,9.81941236328311,3.13774006203357
1975-05-01,0.0379732935447492,14.2203478407637,3.77601921794744,0.0405757383495435,9.53848179696865,3.0950052561051,0.0260260264424226,9.14671042708911,3.02865258052678
1975-06-01,0.0365391106858526,11.7366062683025,3.4312017397682,0.0384610089080685,8.80098152413146,2.9731199997712,0.0260482409499095,8.38269069560067,2.89978256711612
1975-07-01,0.0374482281638174,11.9425309022622,3.46121064519714,0.039918542567939,11.0618758782092,3.33193553670793,0.026036978175737,8.70716259445583,2.95519873657112
1975-08-01,0.0379884014402148,10.2222444817536,3.20315982791895,0.0405652611906933,9.67753819943594,3.11738728114212,0.0260291168684606,7.57654041396296,2.75727574443171
1975-09-01,0.0364804754201544,8.51103489175341,2.92361340932305,0.0384472011369153,10.7232609402675,3.28050425108769,0.0259991339528209,6.66848767466044,2.58737063611174
1975-10-01,0.0374158223355094,7.89873905603496,2.81711818679488,0.0399066026265052,11.3674079836969,3.37747162627954,0.0259807662702847,6.45850686649719,2.5464657140373
1975-11-01,0.0379309918947886,7.64311690265374,2.77147034884888,0.0405452040656989,11.5344619714136,3.40220622177423,0.0259874488406126,6.33946812557465,2.52298544871255
1975-12-01,0.0364693901370488,7.43770280555213,2.73389323048454,0.0384464037738907,11.1121398322603,3.33924935217994,0.0260027872770322,6.11654591606108,2.47841657179299
1976-01-01,0.0374143105609881,8.36318098461915,2.8983780455938,0.0399097268488287,11.714566801547,3.42848020679657,0.0260071568545347,6.74263914636119,2.60166221927746
1976-02-01,0.037944854564997,9.51087322186636,3.09011619141277,0.0405577280827841,12.7738472151699,3.57972134994509,0.0260245991841812,7.50196605153578,2.74371839858247
1976-03-01,0.0364933462106359,10.7674083258695,3.28692891192981,0.038474907913871,13.1251050885893,3.62816482488092,0.0260416701124231,8.52764244908302,2.92466820668524
1976-04-01,0.037434077071571,9.83458234695517,3.14197651551165,0.0399207034643081,12.147199929061,3.49100567638113,0.0260579378321664,7.75344602121161,2.78917621512944
1976-05-01,0.037943013908052,11.8701824424029,3.4508151872146,0.0405716170888482,13.8057994476755,3.72107122543554,0.0260369487244894,9.07172610952348,3.01624983352639
1976-06-01,0.036505058067216,11.8289978455326,3.44463392882318,0.0384705365360996,9.94755702646554,3.16006765164951,0.0260418260459153,8.17248317549824,2.86330665517058
1976-07-01,0.0374755011278765,10.1683096436033,3.19464945568855,0.0399297377447143,8.99980099566466,3.00661449697319,0.0260330495837644,7.45631078803824,2.73538732862862
1976-08-01,0.0379713841936539,8.54257800594228,2.92925748102415,0.0405555800788023,11.0419448119234,3.32903895921965,0.0260495658205875,6.86546922113175,2.62517023961349
1976-09-01,0.0364918167501395,7.80405500785522,2.80009764554834,0.0384508923407511,11.0124556864439,3.32429038725329,0.0260549600274054,6.47035035406594,2.54880468339442
1976-10-01,0.0374391292330871,7.38026285207084,2.72354584710886,0.0399159733375102,11.4529002698562,3.39010563894309,0.026076797245501,6.38622801618689,2.53225291261209
1976-11-01,0.0379631650880938,8.11771221981253,2.85581431204843,0.0405614938003522,11.9539446853077,3.46330855961579,0.026122054863104,6.89722544753062,2.63122547539996
1976-12-01,0.0365412666403838,8.98711270700551,3.00393974201313,0.0384742159956143,12.0140682210733,3.47167717927069,0.0262392792051504,7.37539289961473,2.7205940856401
1977-01-01,0.0374908852794294,7.83618788715343,2.80600762159208,0.0399395588305442,12.1531610333446,3.49186205228316,0.0261465508159629,7.22000539385246,2.69186774278909
1977-02-01,0.0380026223791567,9.07881062085996,3.01940610770382,0.0405717355675556,12.5895384820685,3.55388663545084,0.0261217990924961,7.35963622010532,2.71767511288561
1977-03-01,0.0365236622286684,10.4175151261728,3.23327060240887,0.0384782055436339,12.9041195341564,3.59758220749714,0.0260879330257343,8.49375444865821,2.91887690416776
1977-04-01,0.0374454375621453,9.25310396110816,3.04804025542156,0.0399204466273746,12.1416069719855,3.49020449524278,0.0260892318454691,7.58835169633811,2.75942764503503
1977-05-01,0.0379639969198774,10.3039696173829,3.21588768682968,0.0405616651732492,12.2024742803172,3.49900499363611,0.0260860986195491,8.06332516655163,2.84418903471116
1977-06-01,0.0365319256970869,9.33167632964868,3.0607528902781,0.0384689315787266,11.585207136277,3.40935126788891,0.0261178770919453,7.99492051414402,2.83214378011357
1977-07-01,0.0374812289320756,10.2989031879987,3.21502479258416,0.0399310380728694,12.2569919492843,3.50669687702789,0.0261162628290924,8.12092945940663,2.85430301864321
1977-08-01,0.0380290419270067,9.53618483491465,3.0942226611609,0.0405843121294594,10.3583125584283,3.22473206182432,0.0261372565257529,7.30306476274255,2.70724989967094
1977-09-01,0.0365329752776394,13.4229815502545,3.66872110217337,0.0384969231275118,10.8589186361391,3.30112337837692,0.0261408529732352,9.4031359745811,3.07071275562439
1977-10-01,0.0374861985213998,13.1456685492078,3.63086143328676,0.0399599932375807,9.19080743408745,3.03821780445791,0.0261140430093905,8.72645157245613,2.9584735279305
1977-11-01,0.0380281060479723,11.1821353227734,3.34965123987877,0.0405890487756137,8.33487506692325,2.89403941156627,0.0261220276637073,7.87763432344442,2.81136200997099
1977-12-01,0.0365020914554248,15.4302065211695,3.93277365387647,0.0384797858773472,10.0756113025642,3.18026588329365,0.0260673009399231,10.3227102049776,3.21695158588336
1978-01-01,0.0374488918332435,14.6865065842525,3.83718066763682,0.0399334850634498,8.58789474516635,2.93731650154181,0.0260135035915122,9.4262621370762,3.07445534049004
1978-02-01,0.037990354734509,12.1478426818348,3.49082125531648,0.040562591798365,8.16900185213364,2.86523375031288,0.0260147213259242,8.39221135379771,2.90141794216615
1978-03-01,0.0364784614626939,15.9980818930347,4.00431771398042,0.0384643583025346,9.8654774665217,3.14705287925453,0.0259960310136439,10.540658811513,3.25063914369569
1978-04-01,0.0374421484046885,15.1374079366735,3.89549099409537,0.0399285093841972,8.36961937118506,2.89992204732632,0.0259931761477393,9.53378510673065,3.09188911231926
1978-05-01,0.0379869574326984,12.4144297144234,3.52879819086557,0.040562116447075,8.15579901547832,2.86292876822414,0.0260103841092842,8.42090426296327,2.90635762546053
1978-06-01,0.0364789574429763,14.3323844288632,3.79062836299025,0.0384503405867325,10.0990298353891,3.18394098186129,0.025977986952875,9.6512267916844,3.11082059570096
1978-07-01,0.0374405597650165,13.1761571282217,3.63505126346062,0.0399151585002801,8.59647401539126,2.93877341315923,0.0259539514120809,8.65652125158573,2.94660401190893
1978-08-01,0.0379895910211262,11.0275078247021,3.32648424251841,0.0405613236824497,9.89987138824871,3.1528451772853,0.0260014555435389,8.32771237752919,2.89027919638791
1978-09-01,0.0364817354383323,14.973132853586,3.87422438547697,0.0384700866338309,10.5106897024006,3.24794701142651,0.0259870098163907,10.1718934395268,3.19341203876719
1978-10-01,0.0374357239996272,14.7201206272552,3.84155650111447,0.0399284831053009,8.66680943314845,2.95071820346399,0.0259694273055687,9.41670176336455,3.07289296765607
1978-11-01,0.0379868056158833,12.0988058538412,3.48378998498145,0.0405645821641574,8.12931237089672,2.85829966117286,0.0260080604152597,8.32779000253582,2.8902937675868
1978-12-01,0.0364667153723488,15.5957357948503,3.95375802373168,0.0384583131882163,9.97112674625132,3.16379282814781,0.025964692290829,10.3780282402131,3.22552211781348
1979-01-01,0.0374281007560406,14.7804135562027,3.84939497284427,0.0399195367881928,8.3418629625178,2.89513082593965,0.0259507443317927,9.45157102943572,3.07855839213219
1979-02-01,0.0379694611002354,11.8756578779062,3.45161228109508,0.0405483547918959,8.46659201379245,2.9167002534687,0.0259494101539142,8.48321904348377,2.91704790047021
1979-03-01,0.036459569366762,11.8835423612215,3.45253557991634,0.0384327736742687,10.4996017280774,3.24623389510856,0.0259198858410743,8.74777752821023,2.96204277721496
1979-04-01,0.0374259499085276,9.68362741251563,3.11786038212492,0.0398965678559301,10.3229186389722,3.21913267928306,0.0258905239983564,7.9724185098706,2.8281281855441
1979-05-01,0.0379248605830439,10.4774645760374,3.24274412136086,0.040531528242477,11.6919629056987,3.42527289919229,0.0258969058893822,8.19063727022754,2.86644975119344
1979-06-01,0.0364698860423622,10.3954939375644,3.22985507780252,0.0384443949559962,12.1364620531452,3.48925585879012,0.0259060080949105,8.80537117660084,2.97174648728584
1979-07-01,0.0374077520753385,10.6289864123709,3.26594460523235,0.0398966444939367,12.5312529190503,3.5455816960753,0.0258960444906453,8.52980585115988,2.92501314452611
1979-08-01,0.0379494724437615,10.4190260741431,3.2337247171933,0.0405486300754822,10.5063012340699,3.24759139427136,0.0259095914957949,7.84873573722213,2.80617984611071
1979-09-01,0.0364793561954859,9.82375069881637,3.14010032562844,0.0384426906827053,11.3531882161244,3.37514901994076,0.0258894125395414,8.32275176441979,2.88940152574185
1979-10-01,0.0373754948931293,10.5794147628582,3.25834164227008,0.0398759624071922,11.9776435456175,3.46662941602137,0.0258105925509462,8.31193649924857,2.88751573013889
1979-11-01,0.0379160466425731,8.75966882703615,2.96607229744636,0.0405146838811652,10.3361724253892,3.22128656118489,0.0257916227029544,7.42600446256371,2.72979781032711
1979-12-01,0.0364191518166611,9.80704185147116,3.1374290435463,0.0384081522761314,11.1877854930028,3.35055124498625,0.0257842452651414,7.94299371593874,2.82290240022638
1980-01-01,0.0373536615946879,10.7046446629745,3.27749879093329,0.0398757875335578,13.7198700637567,3.70941314108987,0.0257351959493121,9.47044991236103,3.08158808219242
1980-02-01,0.0378412380246282,11.5917229164528,3.41021467864963,0.0404862904818478,12.6165418147974,3.55767172533937,0.0256968602223834,8.98404921496812,3.00162390635311
1980-03-01,0.0363879597218569,10.049491581317,3.17582737897369,0.0384014606266636,12.4644163988186,3.53593238898106,0.0257011671723735,8.8586774046232,2.98066747085205
1980-04-01,0.037337525414686,10.6067232023762,3.26252367467133,0.0398548525288069,12.416721179601,3.52938748682117,0.0257114043374751,8.62812839737313,2.94174094741713
1980-05-01,0.0378960453728811,9.22641190427964,3.04373256868151,0.0405065776521813,10.4853687812171,3.24436054699062,0.0257453346977612,7.67477084171074,2.7749803920764
1980-06-01,0.036418958508239,12.7919133876828,3.58166614108448,0.0384146935141822,11.7443756337691,3.4326069287472,0.0257657890452809,9.47969962247562,3.08309348082748
1980-07-01,0.0373807646793779,12.0619560613867,3.47841010032833,0.0398696097855318,9.44265011736579,3.07937002114902,0.025741097466733,8.62336111261058,2.94093560114419
1980-08-01,0.0378790784427649,12.5073179317621,3.54191996101053,0.0405128871427015,12.6734154408178,3.56565959227188,0.0257186045470118,9.85687761279339,3.14365968535724
1980-09-01,0.0363825889794817,13.3277395347058,3.65569721444286,0.0383944819779128,11.4476224823054,3.3891026783329,0.0257054377194605,9.47524286707864,3.08236083299767
1980-10-01,0.0373581204799109,11.9670757078679,3.46474152403146,0.0398578605326742,9.12681533539054,3.02765143236853,0.0256950938589224,8.52210974374376,2.92366291449659
1980-11-01,0.0378381973074811,15.8824944000642,3.99002914743384,0.0405052086384538,12.2807029246451,3.51015785019471,0.0256791257617015,11.4234060702572,3.38364968577111
1980-12-01,0.0363851567543847,14.4074791780499,3.80050843109239,0.0383952451598477,8.39033199036895,2.90322703823328,0.0256750363245395,10.0849779019134,3.17972529288899
1981-01-01,0.0373255214291731,14.6641262720653,3.83424722644413,0.0398620913559138,11.6812108925198,3.42360526110644,0.0256563839420871,11.414266970497,3.382295574671
1981-02-01,0.0378678576203352,11.1067666365986,3.33835805362741,0.0404925566961479,12.2896219041216,3.51142627159075,0.0256635528470704,9.82435869486892,3.13847450964891
1981-03-01,0.036359425959745,12.254622537052,3.50584967775456,0.0383811338649356,11.3616627682793,3.37639510456704,0.0256546942442853,9.26110993801485,3.0474193397462
1981-04-01,0.0373269913342517,10.2540542397883,3.20801827163166,0.0398463728830433,12.7360802587643,3.57434282514245,0.0256410183064706,9.17707773703198,3.03359831806033
1981-05-01,0.0378356534067111,11.3127778626926,3.3690671581462,0.04047778053958,12.0407447005007,3.47580529964501,0.0256594909193394,8.88689409348562,2.98539002215874
1981-06-01,0.0363581085030871,13.587904270717,3.69110584773995,0.0384011053183041,13.4366118567493,3.67083273414461,0.0256553235181148,10.7939152508061,3.2893115654076
1981-07-01,0.0372996145109568,10.8951946278455,3.30643225280005,0.0398370337420136,12.4626325421349,3.53588313945427,0.0256415794211252,8.55536238337299,2.92933507178576
1981-08-01,0.0367929381780197,11.7491753950822,3.43306981188268,0.0388483552149689,11.6329003378813,3.41639410681734,0.0251986348014324,8.56068274356217,2.9301674659247
1981-09-01,0.0359124118317733,15.7865788294058,3.97774951967034,0.0377989607631077,13.3780221088997,3.6627613994994,0.0255886319181221,11.1946881086681,3.34966815380065
1981-10-01,0.0370961745368967,16.4390145520881,4.05907757090512,0.0396029954816072,16.8842614530911,4.1138624732206,0.0256146051192845,12.5126021963582,3.54093445314616
1981-11-01,0.0367035666175081,13.5975211891447,3.69245511222035,0.0387448579663168,12.7624442808555,3.5778749473426,0.0251967536019447,9.8194185777614,3.13761299897921
1981-12-01,0.0358815555338472,15.339603294043,3.92115861061202,0.037756597309684,14.043958637726,3.75256115673492,0.0255946140571036,11.2364674702342,3.35589959389302
1982-01-01,0.0370751968686001,12.7634185295509,3.57777776369907,0.0395500100209756,12.4146302238071,3.52904806340577,0.0256198964755352,9.06413178123266,3.01492150440243
1982-02-01,0.0366895188051643,16.0764038819845,4.01411178229876,0.0387521187328702,14.0196561720014,3.74945439907385,0.0251863027680416,11.4762109244897,3.39137099522564
1982-03-01,0.0359000790899457,14.6065272895998,3.8265424822795,0.0377446804676398,8.91335963389812,2.9918396204285,0.0255998416765783,9.69368955376557,3.11757748828191
1982-04-01,0.0370928018105772,14.5421952680409,3.8182833930775,0.0395524842161057,10.7026778377688,3.27753418319091,0.0256352389399096,9.74792201179598,3.12626890249957
1982-05-01,0.0367288662938483,12.0629363482449,3.47845730382575,0.038744195235815,11.0453348432763,3.32927605321519,0.0252040366474184,9.11870102963533,3.02388906315737
1982-06-01,0.0358850598297659,13.0790689463414,3.62145744226978,0.0377339988217229,10.8687887642431,3.30250250008457,0.0255979238393887,8.89443910368987,2.98664310347408
1982-07-01,0.0370926337218188,13.2393486885853,3.64368512941323,0.0395642296179034,13.5351656738396,3.68439003139699,0.0256273311383948,10.1721678467521,3.19339868758827
1982-08-01,0.0367150718494322,14.941379021554,3.87015427255859,0.0387382106079997,11.5905852515495,3.41017938855971,0.025213084962753,9.70205393958685,3.1188566854778
1982-09-01,0.0359291345667081,12.2101098069413,3.49943408875036,0.0377477943048979,9.47779814897252,3.0847278556264,0.025638165382149,8.3601143943388,2.89581638915884
1982-10-01,0.0371299897932358,13.5106341934106,3.6807287570811,0.0395646290655886,10.8255779413214,3.2962315711107,0.0256957747287552,9.0039652043579,3.00493943018602
1982-11-01,0.0367630519419581,11.4828796392313,3.39405991272594,0.0387578092887225,11.2217422177255,3.35566685280501,0.0252637167165046,8.79630654636148,2.97011283675856
